22,1,69712,0,62740.8,40
25,1,20358,6456.793855,11865.40614,10
23,4,79833,23553.69275,24346.10725,20
36,1,67002,23148.49124,37153.30876,30
22,2,16804,0,13443.2,10
33,1,26547,12970.07517,10922.22483,10
33,4,58674,0,35204.4,30
31,1,43951,0,39555.9,30
25,4,32327,0,19396.2,20
23,3,16345,0,11441.5,10
58,0,79677,0,79677,40
57,3,69160,27073.39601,21338.60399,20
28,4,61320,0,36792,30
22,3,12282,0,8597.4,10
22,2,30464,0,24371.2,20
22,0,60009,0,60009,40
22,2,68521,0,54816.8,40
29,1,78308,24201.66759,46275.53241,40
26,1,87064,0,78357.6,40
22,2,85259,19506.91143,48700.28857,40
28,4,96837,6412.614789,51689.58521,40
23,1,74878,24013.32429,43376.87571,40
25,3,64096,21040.05916,23827.14084,20
22,0,61473,0,61473,40
22,0,70690,19414.94054,51275.05946,40
34,0,54586,0,54586,40
37,0,44369,0,44369,40
22,0,73136,34810.60996,38325.39004,30
22,2,54492,21115.09531,22478.50469,20
45,3,79089,0,55362.3,40
22,1,99410,49065.39482,40403.60518,40
30,4,14451,906.5929793,7764.007021,10
45,0,11593,2169.235312,9423.764688,10
42,4,22344,0,13406.4,10
22,0,75535,0,75535,40
27,4,20888,0,12532.8,10
26,1,19218,5365.64813,11930.55187,10
23,2,13514,0,10811.2,10
22,2,19737,0,15789.6,20
22,4,47624,6899.004445,21675.39556,20
23,3,16571,8009.82004,3589.87996,10
26,2,25266,0,20212.8,20
22,1,15867,0,14280.3,10
23,0,20224,359.6852724,19864.31473,20
22,1,56534,12260.82718,38619.77282,30
22,4,19682,0,11809.2,10
22,2,34392,0,27513.6,30
23,2,70140,0,56112,40
23,4,46222,17363.05589,10370.14411,10
22,0,34473,16064.8705,18408.1295,20
21,4,18347,0,11008.2,10
21,4,43874,21708.44805,4615.951952,10
25,2,18017,0,14413.6,10
23,3,96805,44647.55725,23115.94275,20
25,2,84007,0,67205.6,40
22,4,90074,24692.98961,29351.41039,30
25,0,60650,26769.49589,33880.50411,30
24,3,10671,2599.724002,4869.975998,10
21,1,47273,7429.931924,35115.76808,30
27,2,53184,16702.60642,25844.59358,30
20,1,89390,4875.381273,75575.61873,40
22,0,46450,0,46450,40
22,0,95811,28144.85866,67666.14134,40
26,2,25821,0,20656.8,20
23,3,45494,0,31845.8,30
29,1,58051,10142.24491,42103.65509,40
22,3,52558,17812.9984,18977.6016,20
22,3,94543,0,66180.1,40
20,1,77658,33829.24506,36062.95494,30
30,4,63906,0,38343.6,30
21,1,58398,9626.800831,42931.39917,40
26,4,75329,0,45197.4,40
23,4,22427,0,13456.2,10
23,0,52921,0,52921,40
25,1,30492,10545.22008,16897.57992,20
29,4,65748,0,39448.8,30
20,0,46269,0,46269,40
26,1,65482,0,58933.8,40
30,3,78073,30167.96276,24483.13724,20
52,0,30517,0,30517,30
19,0,99323,0,99323,40
25,3,42616,0,29831.2,30
22,0,99312,0,99312,40
53,2,25969,8926.760998,11848.439,10
34,0,15938,1627.729937,14310.27006,10
28,3,98452,13002.19142,55914.20858,40
26,2,72641,29936.77496,28176.02504,30
25,0,65356,0,65356,40
43,4,98386,6917.804742,52113.79526,40
42,3,38265,0,26785.5,30
20,2,10653,0,8522.4,10
26,4,39374,5088.540042,18535.85996,20
42,3,27129,0,18990.3,20
25,4,40195,0,24117,20
28,1,99200,28009.47979,61270.52021,40
32,1,34563,5077.706979,26028.99302,30
44,4,80834,0,48500.4,40
25,0,28660,6272.31596,22387.68404,20
44,2,11670,0,9336,10
36,1,86504,51.28106993,77802.31893,40
48,1,97387,0,87648.3,40
48,2,60426,0,48340.8,40
24,2,27506,0,22004.8,20
30,1,25768,7843.660175,15347.53983,20
35,0,82718,0,82718,40
32,4,34749,8077.124953,12772.27505,10
41,2,22165,0,17732,20
32,4,22887,11266.63494,2465.565057,10
44,0,13058,4563.806731,8494.193269,10
35,4,30231,0,18138.6,20
49,2,34732,1975.198278,25810.40172,30
29,0,20893,939.12164,19953.87836,20
32,0,71741,0,71741,40
23,3,46113,0,32279.1,30
44,0,93077,24606.11727,68470.88273,40
29,1,85514,0,76962.6,40
41,3,49557,0,34689.9,30
25,0,26757,0,26757,30
47,1,99133,0,89219.7,40
50,0,68032,7722.502953,60309.49705,40
38,1,20531,0,18477.9,20
38,0,69422,0,69422,40
28,2,12361,5385.220328,4503.579672,10
26,3,26054,0,18237.8,20
27,4,95550,0,57330,40
47,3,77062,0,53943.4,40
28,1,97737,0,87963.3,40
22,0,73016,0,73016,40
21,1,84799,0,76319.1,40
25,3,69864,15853.45222,33051.34778,30
44,4,85706,11191.09804,40232.50196,40
21,0,78091,27493.3374,50597.6626,40
20,3,96174,48036.60665,19285.19335,20
25,0,71507,34254.11661,37252.88339,30
35,4,35483,9485.406277,11804.39372,10
43,1,64364,8425.952061,49501.64794,40
49,2,10911,0,8728.8,10
33,4,38700,11260.31328,11959.68672,10
34,3,99792,0,69854.4,40
38,4,84639,0,50783.4,40
21,3,29599,13903.16665,6816.133349,10
42,3,35491,0,24843.7,20
35,0,68652,10003.45354,58648.54646,40
29,1,91026,35941.09034,45982.30966,40
42,1,51374,0,46236.6,40
22,4,26998,0,16198.8,20
32,1,12237,0,11013.3,10
43,4,96600,0,57960,40
43,0,86672,29797.97395,56874.02605,40
30,4,70809,8996.573033,33488.82697,30
30,0,97944,17758.2219,80185.7781,40
29,4,14842,6192.369554,2712.830446,10
29,1,19188,4924.149163,12345.05084,10
46,0,98058,22247.28835,75810.71165,40
24,4,84784,34171.46837,16698.93163,20
37,0,15323,0,15323,20
28,0,35852,6481.543033,29370.45697,30
50,2,20411,0,16328.8,20
21,2,79066,7094.956214,56157.84379,40
40,4,22134,0,13280.4,10
37,0,64563,0,64563,40
41,3,83592,13546.13694,44968.26306,40
26,2,88854,0,71083.2,40
48,1,14953,4149.323973,9308.376027,10
20,2,18195,3648.977673,10907.02233,10
45,0,12889,5226.32556,7662.67444,10
39,2,61166,0,48932.8,40
48,1,91326,36056.15066,46137.24934,40
47,2,29958,0,23966.4,20
48,3,41190,13638.41444,15194.58556,20
35,4,25081,12280.17592,2768.424085,10
39,1,82688,0,74419.2,40
25,4,89574,42978.51161,10765.88839,10
47,3,95427,0,66798.9,40
44,3,65969,32088.67629,14089.62371,10
49,2,96028,46339.30942,30483.09058,30
48,2,21930,0,17544,20
23,1,83106,0,74795.4,40
28,3,50896,10843.22076,24783.97924,20
44,4,97655,27770.63586,30822.36414,30
37,0,79895,35287.45791,44607.54209,40
29,3,66554,30051.39755,16536.40245,20
31,4,32968,15687.15393,4093.646065,10
21,1,85487,0,76938.3,40
26,4,90769,0,54461.4,40
32,3,68906,0,48234.2,40
37,3,32784,0,22948.8,20
30,4,91544,20906.3773,34020.0227,30
49,2,11522,2902.015199,6315.584801,10
40,4,12458,0,7474.8,10
44,1,78532,27477.8574,43200.9426,40
32,1,36819,10957.02422,22180.07578,20
42,1,81389,0,73250.1,40
43,4,37023,0,22213.8,20
50,0,62318,0,62318,40
26,1,86669,39730.30654,38271.79346,30
37,0,81638,13391.86761,68246.13239,40
45,0,93158,8843.815294,84314.18471,40
29,3,79256,23869.53938,31609.66062,30
50,3,27967,0,19576.9,20
